CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
CUST00426,154,7,26456.739999999998,3,5,4,354,12,Potential Loyalists
CUST00427,145,2,15528.970000000001,3,3,3,333,9,Potential Loyalists
CUST00428,119,3,14288.52,3,4,3,343,10,Potential Loyalists
CUST00429,281,1,10856.28,2,2,2,222,6,Hibernating / Lost
CUST00430,71,2,8746.03,4,3,2,432,9,Loyal Customers
CUST00431,222,2,15948.53,2,3,3,233,8,At Risk
CUST00432,200,3,16289.11,3,4,3,343,10,Potential Loyalists
CUST00433,500,1,9285.2,1,2,2,122,5,Hibernating / Lost
CUST00434,354,1,4840.5,1,2,1,121,4,Hibernating / Lost
CUST00435,12,1,16068.330000000002,5,2,3,523,10,Recent Customers
CUST00437,88,6,37033.96,4,5,5,455,14,Champions
CUST00438,390,1,1899.0,1,2,1,121,4,Hibernating / Lost
CUST00439,14,19,129928.65,5,5,5,555,15,Champions
CUST00440,106,1,12212.73,4,2,3,423,9,Recent Customers
CUST00441,429,1,11371.349999999999,1,2,3,123,6,Needs Attention
CUST00442,81,4,28479.67,4,4,4,444,12,Champions
CUST00443,9,2,11832.02,5,3,3,533,11,Loyal Customers
CUST00444,23,2,6990.17,5,3,2,532,10,Loyal Customers
CUST00445,168,2,6549.96,3,3,2,332,8,Potential Loyalists
CUST00446,317,3,28972.75,2,4,4,244,10,At Risk (High Value)
CUST00447,433,1,6555.75,1,2,2,122,5,Hibernating / Lost
CUST00448,14,45,355193.21,5,5,5,555,15,Champions
CUST00449,61,18,165738.72,4,5,5,455,14,Champions
CUST00450,177,2,14771.310000000001,3,3,3,333,9,Potential Loyalists
CUST00451,178,1,7575.84,3,2,2,322,7,Needs Attention
CUST00452,249,3,29079.07,2,4,4,244,10,At Risk (High Value)
CUST00453,434,1,16224.57,1,2,3,123,6,Needs Attention
CUST00454,32,1,6353.9,5,2,2,522,9,Recent Customers
CUST00455,318,1,6558.19,2,2,2,222,6,Hibernating / Lost
CUST00456,390,1,12800.93,1,2,3,123,6,Needs Attention
CUST00457,3,6,46504.29,5,5,5,555,15,Champions
CUST00458,268,3,19182.129999999997,2,4,3,243,9,At Risk
CUST00459,68,3,16249.4,4,4,3,443,11,Loyal Customers
CUST00460,59,1,5001.56,4,2,1,421,7,Recent Customers
CUST00461,516,1,14974.779999999999,1,2,3,123,6,Needs Attention
CUST00462,447,1,443.7,1,2,1,121,4,Hibernating / Lost
CUST00463,5,29,235023.85,5,5,5,555,15,Champions
CUST00464,20,1,18837.6,5,2,3,523,10,Recent Customers
CUST00465,119,5,16852.62,3,5,3,353,11,Potential Loyalists
CUST00466,161,2,21846.510000000002,3,3,4,334,10,Potential Loyalists
CUST00467,128,1,4708.71,3,2,1,321,6,Needs Attention
CUST00468,46,3,22499.35,5,4,4,544,13,Champions
CUST00469,92,2,17189.07,4,3,3,433,10,Loyal Customers
CUST00470,38,6,60253.74,5,5,5,555,15,Champions
CUST00471,48,7,67576.34,5,5,5,555,15,Champions
CUST00472,238,1,6421.0,2,2,2,222,6,Hibernating / Lost
CUST00473,412,1,5241.5,1,2,1,121,4,Hibernating / Lost
CUST00474,232,2,3959.02,2,3,1,231,6,At Risk
CUST00475,1,7,57593.98,5,5,5,555,15,Champions
CUST00476,404,1,6555.75,1,2,2,122,5,Hibernating / Lost
CUST00477,376,2,4207.610000000001,1,3,1,131,5,At Risk
CUST00478,274,2,7613.3,2,3,2,232,7,At Risk
CUST00479,217,3,19858.13,2,4,4,244,10,At Risk (High Value)
CUST00481,124,3,38296.479999999996,3,4,5,345,12,Potential Loyalists
CUST00482,86,7,55762.32,4,5,5,455,14,Champions
CUST00483,54,1,5748.97,4,2,2,422,8,Recent Customers
CUST00484,136,1,3087.85,3,2,1,321,6,Needs Attention
CUST00485,19,16,142148.88,5,5,5,555,15,Champions
CUST00486,448,1,20366.58,1,2,4,124,7,Needs Attention
CUST00487,15,5,42091.65,5,5,5,555,15,Champions
CUST00488,96,2,10749.640000000001,4,3,2,432,9,Loyal Customers
CUST00489,245,1,18286.13,2,2,3,223,7,Needs Attention
CUST00490,38,5,50040.65,5,5,5,555,15,Champions
CUST00491,225,1,2203.72,2,2,1,221,5,Hibernating / Lost
CUST00492,89,2,11078.77,4,3,3,433,10,Loyal Customers
CUST00493,102,1,26812.65,4,2,4,424,10,Recent Customers
CUST00494,48,2,30661.28,5,3,4,534,12,Loyal Customers
CUST00495,21,1,9607.71,5,2,2,522,9,Recent Customers
CUST00496,62,1,2896.9900000000002,4,2,1,421,7,Recent Customers
CUST00497,14,16,116233.54000000001,5,5,5,555,15,Champions
CUST00498,289,1,19085.72,2,2,3,223,7,Needs Attention
CUST00499,66,2,32833.12,4,3,4,434,11,Loyal Customers
CUST00500,411,1,8202.09,1,2,2,122,5,Hibernating / Lost
CUST00501,168,4,30990.49,3,4,4,344,11,Potential Loyalists
CUST00502,456,1,13034.5,1,2,3,123,6,Needs Attention
CUST00503,16,16,162287.75,5,5,5,555,15,Champions
CUST00504,363,1,3034.7,1,2,1,121,4,Hibernating / Lost
CUST00505,532,1,3933.45,1,2,1,121,4,Hibernating / Lost
CUST00506,404,1,331.24,1,2,1,121,4,Hibernating / Lost
CUST00507,123,1,6582.66,3,2,2,322,7,Needs Attention
CUST00508,29,2,25882.82,5,3,4,534,12,Loyal Customers
CUST00509,352,1,10650.42,1,2,2,122,5,Hibernating / Lost
CUST00510,50,5,38423.229999999996,4,5,5,455,14,Champions
CUST00511,185,1,824.61,3,2,1,321,6,Needs Attention
CUST00512,497,1,449.1800000000001,1,2,1,121,4,Hibernating / Lost
CUST00513,183,2,32418.16,3,3,4,334,10,Potential Loyalists
CUST00514,126,3,35933.62,3,4,5,345,12,Potential Loyalists
CUST00515,360,1,11872.380000000001,1,2,3,123,6,Needs Attention
CUST00516,393,1,3264.85,1,2,1,121,4,Hibernating / Lost
CUST00517,57,1,9491.98,4,2,2,422,8,Recent Customers
CUST00518,138,3,39685.07,3,4,5,345,12,Potential Loyalists
CUST00519,238,2,19022.5,2,3,3,233,8,At Risk
CUST00520,531,1,29399.84,1,2,4,124,7,Needs Attention
CUST00521,104,5,56321.19,4,5,5,455,14,Champions
CUST00522,124,4,20122.399999999998,3,4,4,344,11,Potential Loyalists
CUST00523,193,2,25104.93,3,3,4,334,10,Potential Loyalists
CUST00524,107,6,48706.54,4,5,5,455,14,Champions
CUST00525,476,1,2375.45,1,2,1,121,4,Hibernating / Lost
CUST00526,331,1,5580.719999999999,2,2,2,222,6,Hibernating / Lost
CUST00527,262,1,15818.63,2,2,3,223,7,Needs Attention
CUST00528,22,1,20155.52,5,2,4,524,11,Recent Customers
CUST00529,12,2,19656.96,5,3,4,534,12,Loyal Customers
CUST00530,85,10,67796.23,4,5,5,455,14,Champions
CUST00531,372,1,14291.05,1,2,3,123,6,Needs Attention
CUST00532,8,1,8027.17,5,2,2,522,9,Recent Customers
CUST00533,63,1,1963.6800000000003,4,2,1,421,7,Recent Customers
CUST00534,19,9,95398.42,5,5,5,555,15,Champions
CUST00536,95,2,576.0500000000002,4,3,1,431,8,Loyal Customers
CUST00537,357,1,3308.0199999999995,1,2,1,121,4,Hibernating / Lost
CUST00538,447,1,13387.09,1,2,3,123,6,Needs Attention
CUST00539,22,28,241120.16,5,5,5,555,15,Champions
CUST00540,73,15,119785.01,4,5,5,455,14,Champions
CUST00541,234,1,19106.62,2,2,3,223,7,Needs Attention
CUST00542,8,12,89044.03,5,5,5,555,15,Champions
CUST00543,266,2,26469.66,2,3,4,234,9,At Risk
CUST00544,14,6,24422.769999999997,5,5,4,554,14,Champions
CUST00545,386,1,3203.48,1,2,1,121,4,Hibernating / Lost
CUST00546,304,2,19971.510000000002,2,3,4,234,9,At Risk
CUST00547,192,2,4936.01,3,3,1,331,7,Potential Loyalists
CUST00548,167,2,10265.18,3,3,2,332,8,Potential Loyalists
CUST00549,519,1,5227.860000000001,1,2,1,121,4,Hibernating / Lost
CUST00550,487,1,3087.0600000000004,1,2,1,121,4,Hibernating / Lost
CUST00551,214,1,7513.38,2,2,2,222,6,Hibernating / Lost
CUST00552,66,3,11383.18,4,4,3,443,11,Loyal Customers
CUST00553,391,1,3034.7,1,2,1,121,4,Hibernating / Lost
CUST00554,240,3,19450.11,2,4,4,244,10,At Risk (High Value)
CUST00555,16,16,135780.04,5,5,5,555,15,Champions
CUST00556,102,1,9679.1,4,2,2,422,8,Recent Customers
CUST00557,131,3,24555.97,3,4,4,344,11,Potential Loyalists
CUST00558,55,1,20493.149999999998,4,2,4,424,10,Recent Customers
CUST00559,34,6,48029.93,5,5,5,555,15,Champions
CUST00560,55,1,7281.99,4,2,2,422,8,Recent Customers
CUST00561,253,3,35211.25,2,4,4,244,10,At Risk (High Value)
CUST00562,82,5,35765.97,4,5,4,454,13,Champions
CUST00563,121,11,73497.41,3,5,5,355,13,Potential Loyalists
CUST00564,63,3,24049.53,4,4,4,444,12,Champions
CUST00565,116,2,16238.779999999999,4,3,3,433,10,Loyal Customers
CUST00566,77,2,5208.03,4,3,1,431,8,Loyal Customers
CUST00567,54,6,51071.61,4,5,5,455,14,Champions
CUST00568,384,2,32369.34,1,3,4,134,8,At Risk
CUST00569,10,1,2015.13,5,2,1,521,8,Recent Customers
CUST00570,38,9,60972.11,5,5,5,555,15,Champions
CUST00571,135,3,9783.53,3,4,2,342,9,Potential Loyalists
CUST00572,4,2,11018.31,5,3,2,532,10,Loyal Customers
CUST00573,250,1,5001.56,2,2,1,221,5,Hibernating / Lost
CUST00574,293,2,15883.32,2,3,3,233,8,At Risk
CUST00575,284,1,1093.1,2,2,1,221,5,Hibernating / Lost
CUST00576,59,2,13956.800000000001,4,3,3,433,10,Loyal Customers
CUST00577,310,1,4528.040000000001,2,2,1,221,5,Hibernating / Lost
CUST00578,182,2,8116.21,3,3,2,332,8,Potential Loyalists
CUST00579,10,43,332649.34,5,5,5,555,15,Champions
CUST00580,228,1,23521.050000000003,2,2,4,224,8,Needs Attention
CUST00581,44,20,144089.75,5,5,5,555,15,Champions
CUST00582,423,1,19895.13,1,2,4,124,7,Needs Attention
CUST00583,24,5,48777.22,5,5,5,555,15,Champions
CUST00584,36,4,27745.98,5,5,4,554,14,Champions
CUST00585,431,2,21459.06,1,3,4,134,8,At Risk
CUST00586,15,3,49245.659999999996,5,4,5,545,14,Champions
CUST00587,57,6,54092.35,4,5,5,455,14,Champions
CUST00588,396,1,8123.55,1,2,2,122,5,Hibernating / Lost
CUST00589,332,1,4508.77,2,2,1,221,5,Hibernating / Lost
CUST00590,4,2,9231.720000000001,5,3,2,532,10,Loyal Customers
CUST00591,207,4,44015.41,3,5,5,355,13,Potential Loyalists
CUST00592,287,3,25374.91,2,4,4,244,10,At Risk (High Value)
CUST00593,133,4,46847.51,3,5,5,355,13,Potential Loyalists
CUST00594,519,1,14475.16,1,2,3,123,6,Needs Attention
CUST00595,106,4,27242.74,4,5,4,454,13,Champions
CUST00596,305,1,16833.510000000002,2,2,3,223,7,Needs Attention
CUST00597,35,2,20591.27,5,3,4,534,12,Loyal Customers
CUST00598,418,1,3264.85,1,2,1,121,4,Hibernating / Lost
CUST00599,425,1,2183.27,1,2,1,121,4,Hibernating / Lost
CUST00600,408,1,11053.05,1,2,3,123,6,Needs Attention
CUST00601,265,1,7689.5199999999995,2,2,2,222,6,Hibernating / Lost
CUST00602,140,3,22085.29,3,4,4,344,11,Potential Loyalists
CUST00603,38,1,2304.87,5,2,1,521,8,Recent Customers
CUST00605,281,1,6911.65,2,2,2,222,6,Hibernating / Lost
CUST00606,260,1,15374.44,2,2,3,223,7,Needs Attention
CUST00607,522,1,16118.039999999999,1,2,3,123,6,Needs Attention
CUST00608,254,1,8352.38,2,2,2,222,6,Hibernating / Lost
CUST00609,46,2,6658.76,5,3,2,532,10,Loyal Customers
CUST00610,146,2,15263.1,3,3,3,333,9,Potential Loyalists
CUST00611,210,2,16976.43,2,3,3,233,8,At Risk
CUST00612,489,1,1312.41,1,2,1,121,4,Hibernating / Lost
CUST00613,189,1,3503.95,3,2,1,321,6,Needs Attention
CUST00614,38,5,36401.4,5,5,5,555,15,Champions
CUST00615,141,2,5562.27,3,3,2,332,8,Potential Loyalists
CUST00616,132,2,11907.84,3,4,3,343,10,Potential Loyalists
CUST00617,36,1,6365.94,5,2,2,522,9,Recent Customers
CUST00618,434,1,4164.27,1,2,1,121,4,Hibernating / Lost
CUST00619,466,1,4386.77,1,2,1,121,4,Hibernating / Lost
CUST00620,126,1,4676.73,3,2,1,321,6,Needs Attention
CUST00621,160,2,9670.16,3,4,2,342,9,Potential Loyalists
CUST00622,408,2,8349.7,1,4,2,142,7,At Risk
CUST00623,443,2,24327.0,1,4,4,144,9,At Risk (High Value)
CUST00624,149,3,26251.440000000002,3,4,4,344,11,Potential Loyalists
CUST00625,19,3,12278.68,5,4,3,543,12,Loyal Customers
CUST00626,232,3,48016.38,2,4,5,245,11,At Risk (High Value)
CUST00627,9,12,121790.51,5,5,5,555,15,Champions
CUST00628,307,1,437.24,2,2,1,221,5,Hibernating / Lost
CUST00629,75,1,7533.2,4,2,2,422,8,Recent Customers
CUST00630,504,1,1049.71,1,2,1,121,4,Hibernating / Lost
CUST00631,119,2,16140.12,3,4,3,343,10,Potential Loyalists
CUST00632,65,7,67354.57,4,5,5,455,14,Champions
CUST00633,432,1,2192.58,1,2,1,121,4,Hibernating / Lost
CUST00634,22,9,80584.34,5,5,5,555,15,Champions
CUST00635,174,1,1268.9,3,2,1,321,6,Needs Attention
CUST00636,1,9,69213.49,5,5,5,555,15,Champions
CUST00637,315,1,4855.0,2,2,1,221,5,Hibernating / Lost
CUST00638,515,1,7074.04,1,2,2,122,5,Hibernating / Lost
CUST00639,118,2,30048.559999999998,3,4,4,344,11,Potential Loyalists
CUST00640,124,1,5127.93,3,2,1,321,6,Needs Attention
CUST00641,190,1,9074.09,3,2,2,322,7,Needs Attention
CUST00642,48,1,14834.24,5,2,3,523,10,Recent Customers
CUST00643,73,4,24068.57,4,5,4,454,13,Champions
CUST00644,88,2,12682.73,4,4,3,443,11,Loyal Customers
CUST00645,349,1,5207.93,1,2,1,121,4,Hibernating / Lost
CUST00646,32,2,18223.29,5,4,3,543,12,Loyal Customers
CUST00647,111,3,5848.64,4,4,2,442,10,Loyal Customers
CUST00648,183,1,6783.6900000000005,3,2,2,322,7,Needs Attention
CUST00649,196,1,2723.88,3,2,1,321,6,Needs Attention
CUST00650,209,1,636.23,3,2,1,321,6,Needs Attention
CUST00651,447,1,11166.53,1,2,3,123,6,Needs Attention
CUST00652,311,3,18775.24,2,4,3,243,9,At Risk
CUST00653,163,1,5001.56,3,2,1,321,6,Needs Attention
CUST00654,241,2,12302.880000000001,2,4,3,243,9,At Risk
CUST00655,62,3,19791.87,4,4,4,444,12,Champions
CUST00656,395,1,14991.18,1,2,3,123,6,Needs Attention
CUST00657,89,2,18030.2,4,4,3,443,11,Loyal Customers
CUST00659,101,14,102992.48,4,5,5,455,14,Champions
CUST00660,429,2,11606.49,1,4,3,143,8,At Risk
CUST00661,77,4,52245.32,4,5,5,455,14,Champions
CUST00662,171,2,11897.8,3,4,3,343,10,Potential Loyalists
CUST00663,79,1,19334.21,4,2,4,424,10,Recent Customers
CUST00664,57,2,9354.5,4,4,2,442,10,Loyal Customers
CUST00665,80,12,78346.2,4,5,5,455,14,Champions
CUST00666,163,2,2835.34,3,4,1,341,8,Potential Loyalists
CUST00667,144,4,21163.7,3,5,4,354,12,Potential Loyalists
CUST00668,61,6,30816.36,4,5,4,454,13,Champions
CUST00669,281,1,874.48,2,2,1,221,5,Hibernating / Lost
CUST00670,393,1,1908.69,1,2,1,121,4,Hibernating / Lost
CUST00671,396,2,10302.52,1,4,2,142,7,At Risk
CUST00672,327,1,5614.83,2,2,2,222,6,Hibernating / Lost
CUST00673,6,5,34711.42,5,5,4,554,14,Champions
CUST00674,119,7,87155.92,3,5,5,355,13,Potential Loyalists
CUST00675,3,1,652.97,5,2,1,521,8,Recent Customers
CUST00676,442,1,1099.48,1,2,1,121,4,Hibernating / Lost
CUST00677,95,4,29180.68,4,5,4,454,13,Champions
CUST00678,515,1,8931.0,1,2,2,122,5,Hibernating / Lost
CUST00679,245,4,25620.94,2,5,4,254,11,At Risk (High Value)
CUST00680,514,1,4891.04,1,2,1,121,4,Hibernating / Lost
CUST00681,115,2,21350.68,4,4,4,444,12,Champions
CUST00682,107,1,21117.87,4,2,4,424,10,Recent Customers
CUST00683,219,2,7306.59,2,4,2,242,8,At Risk
CUST00684,234,1,4272.099999999999,2,2,1,221,5,Hibernating / Lost
CUST00685,37,2,20712.6,5,4,4,544,13,Champions
CUST00686,85,1,15437.57,4,2,3,423,9,Recent Customers
CUST00687,175,3,41259.15,3,4,5,345,12,Potential Loyalists
CUST00688,22,5,32365.12,5,5,4,554,14,Champions
CUST00689,304,1,4761.84,2,2,1,221,5,Hibernating / Lost
CUST00690,100,1,4087.98,4,2,1,421,7,Recent Customers
CUST00691,308,1,8472.38,2,2,2,222,6,Hibernating / Lost
CUST00692,502,2,21704.75,1,4,4,144,9,At Risk (High Value)
CUST00693,460,1,5750.7,1,2,2,122,5,Hibernating / Lost
CUST00694,37,2,18788.18,5,4,3,543,12,Loyal Customers
CUST00695,162,1,17117.36,3,2,3,323,8,Needs Attention
CUST00696,211,1,25703.160000000003,2,2,4,224,8,Needs Attention
CUST00697,57,2,8300.24,4,4,2,442,10,Loyal Customers
CUST00698,272,2,19254.58,2,4,4,244,10,At Risk (High Value)
CUST00699,7,30,222575.12,5,5,5,555,15,Champions
CUST00700,133,1,2864.09,3,2,1,321,6,Needs Attention
CUST00701,235,3,12033.43,2,4,3,243,9,At Risk
CUST00702,114,1,8059.4800000000005,4,2,2,422,8,Recent Customers
CUST00703,38,1,9414.32,5,2,2,522,9,Recent Customers
CUST00704,2,3,23716.45,5,4,4,544,13,Champions
CUST00705,214,3,37227.45,2,4,5,245,11,At Risk (High Value)
CUST00706,9,37,305189.18,5,5,5,555,15,Champions
CUST00707,205,1,10824.380000000001,3,2,2,322,7,Needs Attention
CUST00708,512,1,5952.3,1,2,2,122,5,Hibernating / Lost
CUST00709,81,3,35080.62,4,4,4,444,12,Champions
CUST00710,305,2,7451.6,2,4,2,242,8,At Risk
CUST00711,94,1,13847.630000000001,4,2,3,423,9,Recent Customers
CUST00712,514,1,7458.57,1,2,2,122,5,Hibernating / Lost
CUST00714,85,7,65337.56,4,5,5,455,14,Champions
CUST00715,322,1,10522.25,2,2,2,222,6,Hibernating / Lost
CUST00716,203,1,8794.57,3,2,2,322,7,Needs Attention
CUST00717,402,1,7346.97,1,2,2,122,5,Hibernating / Lost
CUST00718,289,1,16507.02,2,2,3,223,7,Needs Attention
CUST00719,535,1,7480.61,1,2,2,122,5,Hibernating / Lost
CUST00720,161,2,19075.34,3,4,3,343,10,Potential Loyalists
CUST00721,179,1,1824.84,3,2,1,321,6,Needs Attention
CUST00722,162,4,27940.940000000002,3,5,4,354,12,Potential Loyalists
CUST00723,519,1,11246.66,1,2,3,123,6,Needs Attention
CUST00724,119,2,5304.75,3,4,1,341,8,Potential Loyalists
CUST00725,83,6,15103.710000000001,4,5,3,453,12,Loyal Customers
CUST00726,26,2,16766.300000000003,5,4,3,543,12,Loyal Customers
CUST00727,167,2,27413.440000000002,3,4,4,344,11,Potential Loyalists
CUST00728,9,1,6684.53,5,2,2,522,9,Recent Customers
CUST00729,62,1,2624.82,4,2,1,421,7,Recent Customers
CUST00730,96,2,17345.35,4,4,3,443,11,Loyal Customers
CUST00731,10,45,319289.26,5,5,5,555,15,Champions
CUST00732,51,2,17563.510000000002,4,4,3,443,11,Loyal Customers
CUST00734,316,3,41331.41,2,4,5,245,11,At Risk (High Value)
CUST00735,34,1,3919.27,5,2,1,521,8,Recent Customers
CUST00736,398,1,17251.65,1,2,3,123,6,Needs Attention
CUST00737,278,2,16616.170000000002,2,4,3,243,9,At Risk
CUST00738,12,13,105600.8,5,5,5,555,15,Champions
CUST00739,246,1,6562.05,2,2,2,222,6,Hibernating / Lost
CUST00740,51,3,38112.34,4,4,5,445,13,Champions
CUST00741,412,1,15914.85,1,2,3,123,6,Needs Attention
CUST00742,115,2,23451.71,4,4,4,444,12,Champions
CUST00743,218,1,14320.15,2,2,3,223,7,Needs Attention
CUST00744,68,1,980.3,4,3,1,431,8,Loyal Customers
CUST00745,52,3,16323.849999999999,4,4,3,443,11,Loyal Customers
CUST00746,253,1,14137.82,2,3,3,233,8,At Risk
CUST00747,136,2,13933.82,3,4,3,343,10,Potential Loyalists
CUST00748,37,4,27738.07,5,5,4,554,14,Champions
CUST00749,69,9,80506.04,4,5,5,455,14,Champions
CUST00750,543,1,2640.28,1,3,1,131,5,At Risk
CUST00751,150,1,6131.97,3,3,2,332,8,Potential Loyalists
CUST00752,468,1,2427.76,1,3,1,131,5,At Risk
CUST00753,14,41,290328.12,5,5,5,555,15,Champions
CUST00754,107,9,78075.35,4,5,5,455,14,Champions
CUST00755,23,2,3505.93,5,4,1,541,10,Loyal Customers
CUST00756,24,5,53223.63,5,5,5,555,15,Champions
CUST00757,174,2,18171.01,3,4,3,343,10,Potential Loyalists
CUST00758,354,2,23430.760000000002,1,4,4,144,9,At Risk (High Value)
CUST00759,150,1,9969.7,3,3,2,332,8,Potential Loyalists
CUST00760,30,3,8371.38,5,4,2,542,11,Loyal Customers
CUST00761,77,1,1074.08,4,3,1,431,8,Loyal Customers
CUST00762,44,3,31895.99,5,4,4,544,13,Champions
CUST00763,49,4,40780.13,5,5,5,555,15,Champions
CUST00764,110,3,34695.53,4,4,4,444,12,Champions
CUST00765,331,1,3566.52,2,3,1,231,6,At Risk
CUST00766,7,1,5808.23,5,3,2,532,10,Loyal Customers
CUST00767,322,1,5447.76,2,3,1,231,6,At Risk
CUST00768,277,1,11925.27,2,3,3,233,8,At Risk
CUST00769,417,1,46600.91,1,3,5,135,9,At Risk
CUST00770,110,10,75512.92,4,5,5,455,14,Champions
CUST00771,260,2,8813.539999999999,2,4,2,242,8,At Risk
CUST00772,283,1,9548.91,2,3,2,232,7,At Risk
CUST00773,205,1,4790.4400000000005,3,3,1,331,7,Potential Loyalists
CUST00774,503,1,4193.2,1,3,1,131,5,At Risk
CUST00775,84,2,10291.220000000001,4,4,2,442,10,Loyal Customers
CUST00776,371,2,3199.98,1,4,1,141,6,At Risk
CUST00777,27,8,69529.15,5,5,5,555,15,Champions
CUST00778,138,2,20527.03,3,4,4,344,11,Potential Loyalists
CUST00779,3,40,317448.94,5,5,5,555,15,Champions
CUST00780,93,4,31090.39,4,5,4,454,13,Champions
CUST00781,361,1,13715.95,1,3,3,133,7,At Risk
CUST00782,1,9,132064.32,5,5,5,555,15,Champions
CUST00783,154,1,14364.43,3,3,3,333,9,Potential Loyalists
CUST00784,76,4,56945.79,4,5,5,455,14,Champions
CUST00785,539,1,10596.36,1,3,2,132,6,At Risk
CUST00786,227,5,52587.21,2,5,5,255,12,At Risk (High Value)
CUST00787,252,6,56608.15,2,5,5,255,12,At Risk (High Value)
CUST00788,204,4,32593.66,3,5,4,354,12,Potential Loyalists
CUST00789,273,4,22067.54,2,5,4,254,11,At Risk (High Value)
CUST00790,324,1,19442.73,2,3,4,234,9,At Risk
CUST00792,516,1,1858.22,1,3,1,131,5,At Risk
CUST00793,396,1,10132.83,1,3,2,132,6,At Risk
CUST00794,194,3,21928.68,3,4,4,344,11,Potential Loyalists
CUST00795,77,1,2801.38,4,3,1,431,8,Loyal Customers
CUST00796,28,19,208904.78,5,5,5,555,15,Champions
CUST00797,214,2,21477.71,2,4,4,244,10,At Risk (High Value)
CUST00798,124,4,50641.97,3,5,5,355,13,Potential Loyalists
CUST00799,162,1,14307.93,3,3,3,333,9,Potential Loyalists
CUST00800,26,5,33429.72,5,5,4,554,14,Champions
CUST00801,48,8,55676.09,5,5,5,555,15,Champions
CUST00802,55,2,11105.66,4,4,3,443,11,Loyal Customers
CUST00803,285,2,18127.4,2,4,3,243,9,At Risk
CUST00804,115,3,31482.899999999998,4,4,4,444,12,Champions
CUST00805,321,1,6018.04,2,3,2,232,7,At Risk
CUST00806,210,2,12733.99,2,4,3,243,9,At Risk
CUST00807,129,1,23764.18,3,3,4,334,10,Potential Loyalists
CUST00808,442,1,2427.76,1,3,1,131,5,At Risk
CUST00809,388,1,22352.98,1,3,4,134,8,At Risk
CUST00810,267,1,15395.050000000001,2,3,3,233,8,At Risk
CUST00811,190,1,9369.78,3,3,2,332,8,Potential Loyalists
CUST00812,348,1,4937.92,1,3,1,131,5,At Risk
CUST00813,80,14,131023.62,4,5,5,455,14,Champions
CUST00814,532,2,16080.8,1,4,3,143,8,At Risk
CUST00815,13,15,151279.18,5,5,5,555,15,Champions
CUST00816,202,1,19201.97,3,3,3,333,9,Potential Loyalists
CUST00817,544,1,5379.1900000000005,1,3,1,131,5,At Risk
CUST00818,30,2,24864.13,5,4,4,544,13,Champions
CUST00819,75,1,1958.91,4,3,1,431,8,Loyal Customers
CUST00820,137,1,9370.77,3,3,2,332,8,Potential Loyalists
CUST00821,138,2,16123.09,3,4,3,343,10,Potential Loyalists
CUST00822,379,1,8602.49,1,3,2,132,6,At Risk
CUST00823,220,2,8580.71,2,4,2,242,8,At Risk
CUST00824,209,2,6924.32,3,4,2,342,9,Potential Loyalists
CUST00825,321,1,7985.56,2,3,2,232,7,At Risk
CUST00826,528,1,8793.47,1,3,2,132,6,At Risk
CUST00827,10,4,56743.33,5,5,5,555,15,Champions
CUST00828,404,1,3207.82,1,3,1,131,5,At Risk
CUST00829,346,1,23652.05,1,3,4,134,8,At Risk
CUST00830,12,45,427089.29,5,5,5,555,15,Champions
CUST00831,337,1,4581.95,2,3,1,231,6,At Risk
CUST00832,58,3,18025.34,4,4,3,443,11,Loyal Customers
CUST00833,43,25,185543.63,5,5,5,555,15,Champions
CUST00834,304,1,808.92,2,3,1,231,6,At Risk
CUST00835,148,1,3282.08,3,3,1,331,7,Potential Loyalists
CUST00836,75,1,13881.41,4,3,3,433,10,Loyal Customers
CUST00837,203,1,2970.39,3,3,1,331,7,Potential Loyalists
CUST00838,531,1,10576.640000000001,1,3,2,132,6,At Risk
CUST00839,211,3,30155.72,2,4,4,244,10,At Risk (High Value)
CUST00840,74,1,3181.15,4,3,1,431,8,Loyal Customers
CUST00841,226,2,29390.83,2,4,4,244,10,At Risk (High Value)
CUST00842,30,44,298807.18,5,5,5,555,15,Champions
CUST00843,328,4,27042.5,2,5,4,254,11,At Risk (High Value)
CUST00844,60,2,3352.32,4,4,1,441,9,Loyal Customers
CUST00845,40,1,7447.12,5,3,2,532,10,Loyal Customers
CUST00846,20,2,2340.34,5,4,1,541,10,Loyal Customers
CUST00847,17,2,31570.98,5,4,4,544,13,Champions
CUST00848,221,1,9763.03,2,3,2,232,7,At Risk
CUST00849,130,1,16112.81,3,3,3,333,9,Potential Loyalists
CUST00850,132,6,25662.34,3,5,4,354,12,Potential Loyalists
